VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	GENE_NAMES
REACTOME_SYNTHESIS_OF_IP2_IP...	SET	2	0.46522	0.019589	0.72811	0.2615	REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	INPP5A,SYNJ1
REACTOME_PLATELET_CALCIUM_HO...	SET	5	0.294	0.019548	0.46079	0.26179	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	TRPC7,ITPR2,ITPR1,ATP2B2,SLC8A1
REACTOME_COLLAGEN_DEGRADATION	SET	6	0.26523	0.01931	0.42111	0.26446	REACTOME_COLLAGEN_DEGRADATION	COL23A1,COL4A3,TMPRSS6,COL25A1,COL5A2,COL15A1
REACTOME_CHEMOKINE_RECEPTORS...	SET	3	0.36881	0.019011	0.59426	0.26749	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	CCR6,CXCL13,CCL5
REACTOME_SIGNALING_BY_MODERA...	SET	7	0.24129	0.018966	0.39002	0.26813	REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	APBB1IP,JAK2,FN1,CAMK2D,BRAF,KSR2,ITGB3
REACTOME_INTERLEUKIN_3_INTER...	SET	2	0.45004	0.01895	0.72772	0.26821	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	JAK2,VAV1
REACTOME_ERYTHROPOIETIN_ACTI...2	SET	2	0.45004	0.01895	0.72772	0.26821	REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	JAK2,VAV1
REACTOME_NUCLEAR_EVENTS_KINA...	SET	4	0.31241	0.018587	0.5151	0.27215	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	RPS6KA2,SGK1,TCF12,SH3GL3
REACTOME_CLASS_C_3_METABOTRO...	SET	4	0.30268	0.018008	0.51475	0.27832	REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	GRM4,GABBR2,GRM8,GRM7
REACTOME_VEGFR2_MEDIATED_CEL...	SET	2	0.42206	0.017772	0.72791	0.28107	REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	ITPR2,ITPR1
REACTOME_CONSTITUTIVE_SIGNAL...1	SET	5	0.26448	0.017585	0.46089	0.2831	REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	ESR2,VAV1,NRG1,NRG2,ERBB4
REACTOME_NGF_STIMULATED_TRAN...	SET	3	0.33842	0.017445	0.59453	0.28466	REACTOME_NGF_STIMULATED_TRANSCRIPTION	SGK1,TCF12,SH3GL3
REACTOME_ONCOGENIC_MAPK_SIGN...	SET	9	0.20107	0.017905	0.35954	0.28805	REACTOME_ONCOGENIC_MAPK_SIGNALING	APBB1IP,JAK2,FN1,CAMK2D,BRAF,KSR2,NF1,SND1,ITGB3
REACTOME_INNATE_IMMUNE_SYSTEM	SET	52	0.081182	0.017039	0.14613	0.28931	REACTOME_INNATE_IMMUNE_SYSTEM	MRE11A,LRRC7,PRKCQ,RAB27A,RPS6KA2,STK10,PGM1,CD59,ABL1,TAB1,PSMC1,NFATC2,DNAJC3,NOD1,PSMD11,NFKB1,CAND1,CCR6,C7,ARSB,WIPF1,NCF2,ITPR2,C3,MOSPD2,ADGRE3,VAV3,DOCK2,RIPK1,VAV1,IQGAP2,GOLGA7,PAK1,DOCK1,ITPR1,PTPRN2,AGL,S100A11,PSMD6,GLB1,PRKCE,BCL2,JUP,KCMF1,ABCA13,DEFB119,COLEC10,PLA2G6,PLCG2,DNM3,CARD11,CR1,TXNDC5,CYFIP1
REACTOME_ABC_FAMILY_PROTEINS...	SET	4	0.28306	0.016841	0.51524	0.29143	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	PSMC1,PSMD11,PSMD6,RNF5
REACTOME_ABC_TRANSPORTER_DIS...	SET	4	0.28306	0.016841	0.51524	0.29143	REACTOME_ABC_TRANSPORTER_DISORDERS	PSMC1,PSMD11,PSMD6,RNF5
REACTOME_DEFECTIVE_CFTR_CAUS...	SET	4	0.28306	0.016841	0.51524	0.29143	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	PSMC1,PSMD11,PSMD6,RNF5
REACTOME_INTRACELLULAR_SIGNA...	SET	23	0.11818	0.016717	0.21706	0.29312	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	SCMH1,PSMC1,PSMD11,MAPKAP1,ITPR2,PDE1B,ESR2,RPTOR,VAV1,CAMK2D,FOXO1,ITPR1,PDE1C,ADCY8,NRG1,NRG2,PSMD6,INSR,PRKCE,NBEA,ERBB4,HDAC2,WWP2
REACTOME_INWARDLY_RECTIFYING...	SET	2	0.39539	0.016649	0.72674	0.29326	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	GABBR2,GNG7
REACTOME_SIGNALING_BY_RHO_GT...	SET	30	0.10387	0.016726	0.19273	0.29503	REACTOME_SIGNALING_BY_RHO_GTPASES	ARAP2,NDE1,ABL1,CHN2,KDM4C,WIPF1,NCF2,MCF2L,STARD13,VAV3,ARHGAP24,VAV1,IQGAP2,ARHGAP18,TIAM2,DIAPH2,PAK1,FMNL2,DYNC1I1,ABR,KALRN,ARHGAP25,ARHGAP42,TUBA1C,NET1,APITD1,BCR,SRGAP3,MKL1,CYFIP1,HIST1H2BO
REACTOME_MAPK6_MAPK4_SIGNALI...	SET	7	0.21001	0.016507	0.38992	0.29513	REACTOME_MAPK6_MAPK4_SIGNALING	PSMC1,PSMD11,MAPK4,PAK1,FOXO1,KALRN,PSMD6
REACTOME_GLUCAGON_LIKE_PEPTI...	SET	4	0.27659	0.016456	0.51494	0.29564	REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	ITPR2,ITPR1,ADCY8,GNG7
REACTOME_SIGNALING_BY_SCF_KIT	SET	4	0.27429	0.016319	0.51516	0.29726	REACTOME_SIGNALING_BY_SCF_KIT	JAK2,VAV1,CHEK1,FER
REACTOME_COLLAGEN_FORMATION	SET	12	0.15853	0.016278	0.29857	0.29778	REACTOME_COLLAGEN_FORMATION	COL23A1,P3H2,TLL2,LOXL2,ADAMTS3,COL4A3,COL22A1,CRTAP,COL25A1,COLGALT2,COL5A2,COL15A1
REACTOME_SIGNALING_BY_NUCLEA...	SET	16	0.14155	0.016753	0.26754	0.29843	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	GNAI3,DHRS9,AXIN1,KANK1,RDH16,ESR2,POU2F1,PDK1,ZDHHC7,RUNX1,BCL2,RARG,GNG7,ERBB4,UGT1A3,HIST1H2BO
REACTOME_CELL_CYCLE_MITOTIC	SET	23	0.1155	0.016338	0.22027	0.30006	REACTOME_CELL_CYCLE_MITOTIC	MNAT1,NDE1,JAK2,ABL1,RBX1,PSMC1,CEP192,CEP152,PSMD11,SMC4,CABLES1,HAUS2,RB1,MCPH1,HAUS6,NEK7,DYRK1A,DYNC1I1,PSMD6,TUBA1C,APITD1,SFI1,HIST1H2BO
REACTOME_REGULATION_OF_PTEN_...2	SET	4	0.26946	0.016032	0.51526	0.30055	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	PSMC1,PSMD11,PSMD6,WWP2
REACTOME_TRANSMISSION_ACROSS...	SET	35	0.091366	0.015856	0.17679	0.3027	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	AP2B1,LRRC7,GNAI3,RPS6KA2,SLC1A3,SLC1A1,GABRA4,SLC1A2,ALDH5A1,BCHE,SLC6A11,GABBR2,CAMK2D,GLRA3,DLG2,GABRA2,ADCY8,GRIP1,NRG1,CACNA2D3,TUBA1C,NBEA,PPM1E,CHRNA7,GNG7,ERBB4,GABRG3,CACNB4,PLCB1,ABAT,GABRR3,SYN3,MAPT,GRIN3A,GRIN2B
REACTOME_HDACS_DEACETYLATE_H...	SET	3	0.30069	0.0155	0.59445	0.30654	REACTOME_HDACS_DEACETYLATE_HISTONES	PHF21A,HDAC2,HIST1H2BO
REACTOME_COLLAGEN_CHAIN_TRIM...	SET	6	0.20994	0.015284	0.42114	0.30911	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	COL23A1,COL4A3,COL22A1,COL25A1,COL5A2,COL15A1
REACTOME_PKMTS_METHYLATE_HIS...	SET	4	0.2567	0.015273	0.51528	0.30923	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	NFKB1,PRDM16,SUV39H2,NSD1
REACTOME_MHC_CLASS_II_ANTIGE...	SET	6	0.2079	0.015135	0.42114	0.31082	REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	AP2B1,KIFAP3,CAPZB,DYNC1I1,TUBA1C,DNM3
REACTOME_TOLL_LIKE_RECEPTOR_...3	SET	4	0.25286	0.015044	0.51533	0.31188	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	RPS6KA2,TAB1,NOD1,NFKB1
REACTOME_TOLL_LIKE_RECEPTOR_...5	SET	4	0.25286	0.015044	0.51533	0.31188	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	RPS6KA2,TAB1,NOD1,NFKB1
REACTOME_INTERLEUKIN_17_SIGN...	SET	4	0.25286	0.015044	0.51533	0.31188	REACTOME_INTERLEUKIN_17_SIGNALING	RPS6KA2,TAB1,NOD1,NFKB1
REACTOME_TOLL_LIKE_RECEPTOR_...1	SET	4	0.25286	0.015044	0.51533	0.31188	REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	RPS6KA2,TAB1,NOD1,NFKB1
REACTOME_ADORA2B_MEDIATED_AN...	SET	7	0.19108	0.015019	0.38981	0.31206	REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	GNAI3,RAMP1,ADCY8,TSHR,GPR176,GNG7,GPR39
REACTOME_RUNX1_REGULATES_GEN...	SET	3	0.28745	0.014818	0.5944	0.31438	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	PRKCQ,RUNX1,HIST1H2BO
REACTOME_CD28_DEPENDENT_VAV1...	SET	2	0.34929	0.014708	0.72762	0.31564	REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	VAV1,PAK1
REACTOME_CLEC7A_DECTIN_1_IND...	SET	3	0.27843	0.014352	0.59465	0.31986	REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	NFATC2,ITPR2,ITPR1
REACTOME_ADHERENS_JUNCTIONS_...	SET	7	0.1798	0.014133	0.38992	0.3224	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	MLLT4,CDH11,CDH13,CDH18,JUP,CADM2,CTNND1
REACTOME_CARDIAC_CONDUCTION	SET	14	0.12554	0.013911	0.27661	0.32502	REACTOME_CARDIAC_CONDUCTION	KCNQ1,KCNH2,FGF12,ITPR2,FGF13,GATA4,CORIN,CAMK2D,ITPR1,ATP2B2,CACNA2D3,KCNIP1,CACNB4,SLC8A1,RYR3
REACTOME_ANTI_INFLAMMATORY_R...	SET	11	0.1388	0.013651	0.31149	0.32799	REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	GNAI3,GGT1,ITPR2,RAMP1,ITPR1,ADCY8,TSHR,GPR176,GNG7,GPR39,PLCG2
REACTOME_SEMAPHORIN_INTERACT...	SET	7	0.17344	0.013633	0.39002	0.32831	REACTOME_SEMAPHORIN_INTERACTIONS	SEMA6A,SEMA5A,PLXNA1,PLXNC1,PAK1,ITGA1,PLXNA4
REACTOME_THE_ROLE_OF_GTSE1_I...	SET	4	0.2248	0.013375	0.51517	0.33133	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	PSMC1,PSMD11,PSMD6,TUBA1C
REACTOME_TAK1_ACTIVATES_NFKB...	SET	3	0.25907	0.013354	0.59485	0.33164	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	TAB1,NOD1,NFKB1
REACTOME_NEGATIVE_REGULATION...6	SET	2	0.31269	0.013167	0.7277	0.33375	REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	SH3GL3,PTPN1
REACTOME_NEDDYLATION	SET	12	0.12674	0.013014	0.29856	0.33564	REACTOME_NEDDYLATION	KLHL13,RBX1,PSMC1,PSMD11,KLHL2,FBXW7,CAND1,DCAF8,DCAF7,FBXO11,KLHL3,PSMD6,SENP8
REACTOME_C_TYPE_LECTIN_RECEP...	SET	11	0.12976	0.012762	0.31162	0.3386	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	TAB1,PSMC1,NFATC2,PSMD11,NFKB1,ITPR2,PAK1,ITPR1,PSMD6,PLCG2,CARD11
REACTOME_MEIOTIC_SYNAPSIS	SET	4	0.21412	0.01274	0.51532	0.33892	REACTOME_MEIOTIC_SYNAPSIS	SYNE1,SYCP2,SYCP1,HIST1H2BO
REACTOME_P130CAS_LINKAGE_TO_...	SET	3	0.24524	0.012641	0.59476	0.34009	REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	APBB1IP,FN1,ITGB3
REACTOME_GRB2_SOS_PROVIDES_L...	SET	3	0.24524	0.012641	0.59476	0.34009	REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	APBB1IP,FN1,ITGB3
REACTOME_ANCHORING_OF_THE_BA...	SET	9	0.14127	0.01258	0.34423	0.3408	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	CC2D2A,NDE1,CEP192,CEP152,HAUS2,HAUS6,TMEM67,C2CD3,SFI1
REACTOME_NEUROTRANSMITTER_RE...1	SET	25	0.084522	0.012454	0.20835	0.34253	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	AP2B1,LRRC7,GNAI3,RPS6KA2,GABRA4,GABBR2,CAMK2D,GLRA3,DLG2,GABRA2,ADCY8,GRIP1,NRG1,TUBA1C,NBEA,PPM1E,CHRNA7,GNG7,ERBB4,GABRG3,PLCB1,GABRR3,MAPT,GRIN3A,GRIN2B
REACTOME_RETROGRADE_TRANSPOR...	SET	3	0.23776	0.012256	0.59478	0.34471	REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	COG2,GCC2,COG5
REACTOME_COLLAGEN_BIOSYNTHES...	SET	11	0.12379	0.012176	0.31171	0.34567	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	COL23A1,P3H2,TLL2,ADAMTS3,COL4A3,COL22A1,CRTAP,COL25A1,COLGALT2,COL5A2,COL15A1
REACTOME_MITOTIC_G2_G2_M_PHA...	SET	12	0.11763	0.012078	0.29845	0.34678	REACTOME_MITOTIC_G2_G2_M_PHASES	MNAT1,NDE1,RBX1,PSMC1,CEP192,CEP152,PSMD11,HAUS2,HAUS6,PSMD6,TUBA1C,SFI1
REACTOME_TP53_REGULATES_TRAN...	SET	2	0.28454	0.011981	0.72817	0.34803	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	MNAT1,CHEK1
REACTOME_TP53_REGULATES_META...	SET	2	0.28419	0.011967	0.72796	0.34816	REACTOME_TP53_REGULATES_METABOLIC_GENES	LRPPRC,RPTOR
REACTOME_RESOLUTION_OF_D_LOO...1	SET	3	0.2285	0.011779	0.59488	0.35048	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	MRE11A,SPIDR,RAD51B
REACTOME_CA2_PATHWAY	SET	10	0.12511	0.011738	0.32669	0.35091	REACTOME_CA2_PATHWAY	FZD3,ITPR2,PDE6A,PDE6B,TCF7L2,ITPR1,TCF7L1,GNG7,PLCB1,PRKG1
REACTOME_CELLULAR_RESPONSE_T...1	SET	3	0.22692	0.011697	0.59488	0.35147	REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	GML,RPTOR,CAMK2D
REACTOME_HSF1_DEPENDENT_TRAN...	SET	3	0.22692	0.011697	0.59488	0.35147	REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	GML,RPTOR,CAMK2D
REACTOME_SIGNALING_BY_PTK6	SET	6	0.15829	0.011524	0.42096	0.35349	REACTOME_SIGNALING_BY_PTK6	KHDRBS2,DOCK1,NRG1,NRG2,ERBB4,PTPN1
REACTOME_FCERI_MEDIATED_NF_K...	SET	7	0.14405	0.011322	0.39003	0.35598	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	PRKCQ,TAB1,PSMC1,PSMD11,NFKB1,PSMD6,CARD11
REACTOME_FACTORS_INVOLVED_IN...	SET	17	0.092428	0.011271	0.25139	0.35659	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	KIFAP3,CAPZB,KIF16B,JAK2,ABL1,DOCK8,DOCK7,CABLES1,DOCK2,PHF21A,DOCK10,GATA4,DOCK1,KIF6,TUBA1C,RAD51B,HDAC2
REACTOME_G1_S_DNA_DAMAGE_CHE...	SET	5	0.16872	0.011218	0.46106	0.35724	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	PSMC1,PSMD11,CHEK1,ZNF385A,PSMD6
REACTOME_TOLL_LIKE_RECEPTOR_...2	SET	7	0.14152	0.011123	0.39001	0.35839	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	RPS6KA2,TAB1,NOD1,NFKB1,RIPK1,PLCG2,DNM3
REACTOME_TOLL_LIKE_RECEPTOR_...4	SET	7	0.14152	0.011123	0.39001	0.35839	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	RPS6KA2,TAB1,NOD1,NFKB1,RIPK1,PLCG2,DNM3
REACTOME_MYD88_INDEPENDENT_T...	SET	5	0.15717	0.01045	0.46116	0.36666	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	RPS6KA2,TAB1,NOD1,NFKB1,RIPK1
REACTOME_CHL1_INTERACTIONS	SET	3	0.20158	0.010391	0.59499	0.36741	REACTOME_CHL1_INTERACTIONS	CNTN6,CHL1,ITGA1
REACTOME_CELLULAR_RESPONSES_...	SET	21	0.076173	0.010305	0.22659	0.3684	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	SCMH1,MRE11A,RPS6KA2,CAPZB,CABIN1,RBX1,PSMC1,GML,PSMD11,NFKB1,NCF2,RB1,MINK1,RPTOR,CAMK2D,NR3C2,DYNC1I1,IGFBP7,PSMD6,TUBA1C,HIST1H2BO
REACTOME_METABOLISM_OF_AMINO...	SET	13	0.096115	0.010268	0.28698	0.36888	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SLC44A1,DCT,PSMC1,AIMP2,PSMD11,SERINC1,DARS,SLC6A11,ALDH9A1,ACAD8,PSMD6,SERINC5,GLUD2,DDO
REACTOME_CELL_JUNCTION_ORGAN...	SET	9	0.11433	0.010181	0.34425	0.36993	REACTOME_CELL_JUNCTION_ORGANIZATION	MLLT4,CDH11,CDH13,CDH18,SDK1,JUP,CADM2,PARVB,CTNND1
REACTOME_HDR_THROUGH_HOMOLOG...	SET	4	0.17054	0.010147	0.51541	0.3704	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	MRE11A,CHEK1,SPIDR,RAD51B
REACTOME_THE_PHOTOTRANSDUCTI...	SET	5	0.1513	0.01006	0.46094	0.3714	REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	GUCA1A,PRKCQ,PDE6A,PDE6B,CAMKMT
REACTOME_RECYCLING_PATHWAY_O...	SET	4	0.16052	0.0095505	0.51524	0.37772	REACTOME_RECYCLING_PATHWAY_OF_L1	AP2B1,RPS6KA2,TUBA1C,DNM3
REACTOME_RUNX1_REGULATES_TRA...2	SET	8	0.11103	0.0093252	0.36496	0.38051	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	MNAT1,ABL1,PSMC1,PSMD11,TCF12,RUNX1,PSMD6,HIST1H2BO
REACTOME_DNA_DAMAGE_BYPASS	SET	4	0.15488	0.0092145	0.51481	0.3818	REACTOME_DNA_DAMAGE_BYPASS	REV3L,UFD1L,RBX1,REV1
REACTOME_TRANSCRIPTIONAL_REG...3	SET	18	0.073276	0.0091903	0.24442	0.38219	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	SCMH1,YAF2,MNAT1,ARID1B,PRKCQ,ABL1,PSMC1,NFATC2,AXIN1,TJP1,PSMD11,ELF2,TCF12,AUTS2,RUNX1,PSMD6,CR1,HIST1H2BO
REACTOME_SYNAPTIC_ADHESION_L...	SET	2	0.21672	0.0091257	0.72642	0.38275	REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	PTPRD,GRIN2B
REACTOME_RET_SIGNALING	SET	2	0.2152	0.0090617	0.7276	0.38373	REACTOME_RET_SIGNALING	DOK5,GFRA1
REACTOME_NETRIN_1_SIGNALING	SET	11	0.091235	0.0089735	0.31163	0.38488	REACTOME_NETRIN_1_SIGNALING	NTN1,PRKCQ,TRPC7,NTN4,TRPC4,PAK1,DOCK1,ROBO1,DSCAM,UNC5C,SLIT3
REACTOME_CA_DEPENDENT_EVENTS	SET	5	0.13472	0.0089577	0.46097	0.38507	REACTOME_CA_DEPENDENT_EVENTS	PDE1B,CAMK2D,PDE1C,ADCY8,NBEA
REACTOME_MITOCHONDRIAL_BIOGE...	SET	5	0.13033	0.0086653	0.46116	0.38877	REACTOME_MITOCHONDRIAL_BIOGENESIS	GABPB1,PPARGC1A,PPARGC1B,CHD9,GLUD2,NCOA6
REACTOME_TRANSCRIPTIONAL_ACT...	SET	5	0.13033	0.0086653	0.46116	0.38877	REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	GABPB1,PPARGC1A,PPARGC1B,CHD9,GLUD2,NCOA6
REACTOME_DISEASE	SET	93	0.031673	0.0087188	0.11256	0.38924	REACTOME_DISEASE	THSD7A,AP2B1,VTA1,MNAT1,ADAMTS6,NEDD4L,EIF2AK2,TAF11,GNAI3,ENO1,APBB1IP,SLC1A3,PGM1,ALG6,JAK2,ABL1,GGT1,RBX1,PSMC1,DNAJC3,AXIN1,SLC1A1,KANK1,DKK1,PSMD11,NFKB1,FBXW7,SLCO1B3,RNGTT,SEMA5A,ARSB,FN1,WIPF1,MAPKAP1,ITPR2,C3,RAMP1,LARGE,VAV3,DOCK2,SLCO1B1,NT5E,FDX1,GTF2B,ESR2,SH3GL3,ADAMTS18,TAF4B,VAV1,THSD7B,CAMK2D,TCF7L2,DOCK1,FOXO1,ITPR1,ADAMTS12,ADCY8,ADAMTS3,ADAMTSL3,NRG1,BRAF,NRG2,DYNC1I1,HLCS,TGFBR2,PSMD6,ADAMTS9,TSHR,GPR176,TUBA1C,SDC2,GLB1,KSR2,CTBP2,GNG7,ADAMTSL1,ERBB4,GPC5,GPC6,RNF5,GPR39,SV2B,BCR,B3GALTL,HDAC2,NF1,SND1,PLCG2,CTNND1,UGT1A4,CUX1,ITGB3,CYFIP1,HIST1H2BO
REACTOME_MITOCHONDRIAL_TRANS...	SET	2	0.18493	0.0077869	0.72795	0.39976	REACTOME_MITOCHONDRIAL_TRANSLATION	MTIF2,MRPS22
REACTOME_INTERLEUKIN_12_FAMI...	SET	2	0.16956	0.0071399	0.72798	0.40793	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	JAK2,HNRNPF
REACTOME_INTERLEUKIN_12_SIGN...	SET	2	0.16956	0.0071399	0.72798	0.40793	REACTOME_INTERLEUKIN_12_SIGNALING	JAK2,HNRNPF
REACTOME_ASSEMBLY_AND_CELL_S...	SET	7	0.090798	0.0071368	0.38994	0.40796	REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	LRRC7,CAMK2D,DLG2,TUBA1C,NBEA,GRIN3A,GRIN2B
REACTOME_PEPTIDE_LIGAND_BIND...	SET	8	0.082557	0.006934	0.36491	0.41053	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	CCR6,TACR1,C3,AGT,ECE2,CXCL13,UTS2B,CCL5
REACTOME_ESR_MEDIATED_SIGNAL...	SET	11	0.069104	0.0067968	0.31157	0.41226	REACTOME_ESR_MEDIATED_SIGNALING	GNAI3,AXIN1,KANK1,ESR2,POU2F1,ZDHHC7,RUNX1,BCL2,GNG7,ERBB4,HIST1H2BO
REACTOME_CLEC7A_DECTIN_1_SIG...	SET	10	0.071308	0.0066901	0.32673	0.41364	REACTOME_CLEC7A_DECTIN_1_SIGNALING	TAB1,PSMC1,NFATC2,PSMD11,NFKB1,ITPR2,ITPR1,PSMD6,PLCG2,CARD11
REACTOME_TRANSCRIPTIONAL_REG...2	SET	6	0.088879	0.0064707	0.42097	0.41641	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	RBFOX1,SGK1,CAMK2D,PTPN1,HDAC2,GRIN2B
REACTOME_OTHER_SEMAPHORIN_IN...	SET	6	0.083722	0.0060952	0.42118	0.42124	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	SEMA6A,SEMA5A,PLXNA1,PLXNC1,ITGA1,PLXNA4
REACTOME_INTEGRATION_OF_ENER...	SET	6	0.082833	0.0060304	0.42096	0.42202	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	ITPR2,CHRM3,ITPR1,ADCY8,PFKFB1,GNG7,PLCB1
REACTOME_REGULATION_OF_INSUL...2	SET	6	0.082833	0.0060304	0.42096	0.42202	REACTOME_REGULATION_OF_INSULIN_SECRETION	ITPR2,CHRM3,ITPR1,ADCY8,GNG7,PLCB1
REACTOME_REPRESSION_OF_WNT_T...	SET	3	0.1156	0.005959	0.59483	0.42297	REACTOME_REPRESSION_OF_WNT_TARGET_GENES	TCF7L2,TCF7L1,CTBP2
REACTOME_RHO_GTPASES_ACTIVAT...3	SET	3	0.11297	0.0058231	0.59461	0.42468	REACTOME_RHO_GTPASES_ACTIVATE_PKNS	KDM4C,PAK1,HIST1H2BO
REACTOME_INITIAL_TRIGGERING_...	SET	2	0.1372	0.005777	0.72819	0.4253	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	C3,COLEC10
REACTOME_INTRAFLAGELLAR_TRAN...	SET	7	0.070499	0.0055413	0.38991	0.42828	REACTOME_INTRAFLAGELLAR_TRANSPORT	IFT80,KIFAP3,TTC21B,TCTEX1D1,IFT122,TUBA1C,DYNC2H1
REACTOME_GLUCAGON_SIGNALING_...	SET	2	0.13042	0.0054916	0.72738	0.42887	REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	ADCY8,GNG7
REACTOME_AQUAPORIN_MEDIATED_...	SET	2	0.13042	0.0054916	0.72738	0.42887	REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	ADCY8,GNG7
REACTOME_VASOPRESSIN_REGULAT...	SET	2	0.13042	0.0054916	0.72738	0.42887	REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	ADCY8,GNG7
REACTOME_PTEN_REGULATION	SET	7	0.069287	0.005446	0.39008	0.42953	REACTOME_PTEN_REGULATION	SCMH1,PSMC1,PSMD11,RPTOR,PSMD6,HDAC2,WWP2
