GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
11060       16   69796187   69975644      2       1  100      -1.1329      0.87137
85445       16   76311176   76593135      1       1  100     -0.70963      0.76103
170692      16   77316025   77469011      1       1  100      0.20127      0.42024
51741       16   78133310   79246567      4       2  100       2.6175    0.0044289
80790       16   81478775   81745367      2       1  100      0.92725       0.1769
5336        16   81812899   81996290      1       1  100     -0.83671      0.79862
3294        16   82068842   82132139      1       1  100      0.67322       0.2504
1012        16   82660399   83830215      2       1  100      0.51564      0.30305
55625       16   85008066   85045141      1       1  100       2.5942    0.0047403
23199       16   85203152   85709812      2       1  100        1.102      0.13523
54758       16   87730239   87799603      1       1  100     -0.97762      0.83587
9501        17      62180     202633      1       1  100      0.84241      0.19978
29          17     906758    1090616      1       1  100      0.71426      0.23753
79066       17    2319343    2415200      1       1  100      -1.4842      0.93112
50488       17    4736635    4801356      1       1  100      0.31626       0.3759
56919       17    5344232    5372380      1       1  100       0.7721      0.22003
9744        17    7239848    7254797      1       1  100     -0.44433       0.6716
9423        17    8924859    9147317      1       1  100     -0.57745      0.71818
9482        17    9153788    9479275      3       2  100      -1.5303      0.93703
8522        17    9813926   10101868      1       1  100      0.76058      0.22345
1770        17   11501748   11873065      2       1  100      0.89938      0.18423
224         17   19552064   19580908      1       1  100       2.3559    0.0092396
339184      17   20766708   20799453      1       1  100     -0.53219       0.7027
55731       17   27082996   27169857      1       1  100     -0.52966      0.70182
642         17   28575213   28619184      1       1  100      0.25291      0.40017
4763        17   29421945   29704695      1       1  100     -0.45137      0.67414
2124        17   29629888   29641130      1       1  100     -0.45137      0.67414
84440       17   29718642   29865232      1       1  100     -0.89162       0.8137
162494      17   30593195   30651680      1       1  100      0.72653      0.23376
5717        17   30771481   30810337      1       1  100      0.70145      0.24151
40          17   31340105   32483825      2       1  100       1.2142      0.11233
163         17   33913918   34053436      1       1  100      0.50272      0.30758
6352        17   34198495   34207377      1       1  100     -0.17479      0.56938
26574       17   35306175   35414171      1       1  100      -1.8499      0.96784
3728        17   39910859   39942964      1       1  100      0.93958      0.17372
4137        17   43971702   44105700      1       1  100    -0.062189      0.52479
3690        17   45331208   45390077      1       1  100      -0.6603      0.74547
8631        17   46210802   46507596      1       1  100      0.78206      0.21709
22843       17   56833230   57062540      1       1  100     -0.14519      0.55772
10238       17   61627796   61671641      1       1  100     -0.51511      0.69676
26207       17   65373397   65693379      1       1  100     -0.44698      0.67256
388419      17   72352555   72357958      1       1  100      -1.0738      0.85853
100131439   17   72576111   72588370      1       1  100     -0.52712      0.70094
146723      17   72581057   72590348      1       1  100     -0.52712      0.70094
283987      17   72946837   72968900      1       1  100       1.6688     0.047575
23265       17   74077086   74099868      1       1  100      -1.0411      0.85109
9489        17   76374705   76420740      1       1  100       1.1817      0.11867
57521       17   78518625   78940173      2       1  100     -0.10498       0.5418
9229        18    3496030    4455310      1       1  100      0.58122      0.28055
284217      18    6941743    7117813      1       1  100      -1.5433      0.93862
5797        18    7567314    8406859      1       1  100       1.5193     0.064349
23255       18    8705659    8832776      1       1  100       1.3167     0.093976
55125       18   12991352   13125052      1       1  100     -0.68634      0.75375
753         18   13218729   13652753      2       1  100      -0.3409      0.63341
91768       18   20714528   20840434      1       1  100       1.0515      0.14652
25925       18   22641888   22932214      1       1  100      0.69626      0.24313
6875        18   23806409   23971649      1       1  100      -1.0023       0.8419
284252      18   24034874   24237365      1       1  100     -0.56974      0.71557
51444       18   29671818   29711524      1       1  100    -0.033847       0.5135
64762       18   29843484   30050447      1       1  100      -1.0898       0.8621
1837        18   32073254   32471808      1       1  100      0.12241      0.45129
55197       18   33569787   33647538      1       1  100     0.021728      0.49133
57536       18   34409069   34812095      1       1  100      0.81786      0.20672
56853       18   34823003   35146000      1       1  100       1.2466      0.10628
6014        18   40323183   40695676      1       1  100     -0.14419      0.55733
57724       18   43427574   43547305      2       1  100       1.3646     0.086188
147339      18   43753519   43846955      1       1  100      -0.2717      0.60707
83473       18   44497565   44628614      1       1  100      0.26956      0.39375
201501      18   45553043   45935793      1       1  100     -0.14539       0.5578
9811        18   46065427   46389588      1       1  100      -1.6253      0.94795
220136      18   47753563   47792865      1       1  100      -2.8066       0.9975
5596        18   48086484   48258196      1       1  100     -0.41426      0.66066
5874        18   52385097   52562747      1       1  100      0.20336      0.41943
23335       18   54318590   54697036      1       1  100     0.035091        0.486
23327       18   55711580   56068772      1       1  100       1.7933     0.036462
115701      18   56148479   56296189      1       1  100      0.26257      0.39644
23556       18   59711457   59854289      1       1  100      0.34252      0.36598
596         18   60790579   60987011      1       1  100      0.99159       0.1607
10666       18   67530192   67624412      1       1  100      -0.1631      0.56478
55628       18   72265106   72777628      1       1  100       1.0254      0.15258
148229      19    1782074    1812275      1       1  100      0.58722      0.27853
8943        19    2100987    2151556      1       1  100      0.38553      0.34992
2788        19    2511218    2702746      1       1  100      0.28752      0.38686
27231       19    3933101    3942414      1       1  100      -0.3987      0.65494
55702       19    4247111    4269085      1       1  100       1.4256     0.076992
9361        19    5691845    5720463      1       1  100     -0.54179      0.70602
718         19    6677846    6720662      1       1  100     -0.22254      0.58805
7409        19    6772679    6857377      1       1  100     0.084914      0.46616
3643        19    7112266    7294011      2       1  100       1.4884     0.068328
51257       19    8478187    8503901      1       1  100      0.73337      0.23166
1786        19   10244021   10305783      1       1  100        1.844     0.032594
65095       19   10663761   10676702      1       1  100       1.1886      0.11731
55621       19   13215714   13227573      1       1  100      0.53627      0.29588
9524        19   14640379   14676792      1       1  100      -1.7575      0.96059
84658       19   14730051   14785730      1       1  100      0.33078      0.37041
9441        19   16685718   16739015      1       1  100      0.13717      0.44545
284434      19   16830787   16928774      2       1  100     -0.13965      0.55553
83483       19   17462264   17488137      1       1  100     -0.49714      0.69045
84807       19   36378854   36393205      1       1  100       2.6154    0.0044561
92283       19   37128283   37157740      1       1  100       1.7485     0.040192
23094       19   38397525   38699009      1       1  100      0.19694      0.42194
284325      19   41246761   41256533      1       1  100        1.026      0.15244
56848       19   49122548   49133974      1       1  100     -0.22065      0.58732
28968       19   49792889   49828521      1       1  100      0.65259      0.25701
55655       19   55476652   55512510      1       1  100     -0.54109      0.70578
126204      19   56403058   56443702      1       1  100       1.0871       0.1385
342945      19   58838385   58853712      1       1  100      -2.5433      0.99451
51378       20     852763     896977      1       1  100       1.1876      0.11749
23627       20    4702556    4709106      1       1  100      0.14884      0.44084
9770        20    4760669    4804291      1       1  100      0.44823      0.32699
56261       20    5525080    5591672      2       1  100      -1.9671      0.97542
23236       20    8112912    8865547      1       1  100      -1.0532      0.85388
128710      20   10415951   10604551      1       1  100     -0.08574      0.53416
55617       20   13370036   13619583      1       1  100     -0.53339      0.70312
140733      20   13976146   16033842      5       3  100      0.43419      0.33207
55614       20   16252742   16554079      2       1  100      -1.3007      0.90332
57419       20   19193290   19703541      1       1  100      -1.4842      0.93112
51340       20   20015005   20036690      1       1  100        1.139      0.12734
79953       20   24449835   24647253      2       1  100     -0.53598      0.70402
245932      20   29964966   29978452      1       1  100     0.041339      0.48351
23509       20   30795625   30826467      1       1  100       1.3438     0.089502
23054       20   33302578   33413433      1       1  100      0.42994      0.33362
140699      20   35729629   35807974      1       1  100      -1.3454      0.91075
11122       20   40701392   41818557      1       1  100      -2.1744      0.98516
64405       20   44802372   44937137      1       1  100     0.029092       0.4884
5770        20   49126858   49201299      1       1  100      -1.1253      0.86977
55653       20   49411467   49493714      1       1  100      0.37673      0.35319
3755        20   49620193   49639675      1       1  100       1.8024      0.03574
4773        20   50003494   50179370      1       1  100     0.074558      0.47028
10079       20   50213314   50384908      1       1  100       1.6829     0.046201
128553      20   51588946   52111869      1       1  100       2.5243    0.0057971
55816       20   53092266   53267710      1       1  100      0.10303      0.45897
116154      20   58152564   58422766      1       1  100     -0.85185      0.80285
10388       20   58438612   58508704      1       1  100       1.0012      0.15836
28231       20   61273795   61317137      1       1  100       1.2126      0.11265
29761       21   17102327   17252377      1       1  100     -0.62096      0.73269
5651        21   19641433   19775970      1       1  100     -0.14867      0.55909
4685        21   22370633   22913892      2       1  100       -1.543      0.93859
10069       21   30378080   30391685      1       1  100     -0.27155      0.60702
8867        21   33997269   34100351      1       1  100      0.86938      0.19232
861         21   36160098   36421595      1       1  100      0.45222      0.32556
9980        21   37529080   37666572      1       1  100       2.1287     0.016642
6493        21   38071991   38122510      1       1  100     -0.24271      0.59589
3141        21   38123189   38362545      1       1  100      0.77366      0.21957
7267        21   38445554   38575408      1       1  100     -0.13503      0.55371
1859        21   38739859   38887679      1       1  100     -0.27761      0.60934
2078        21   39739183   40033704      1       1  100      0.47483      0.31745
54014       21   40556102   40685745      1       1  100      0.89653      0.18499
150084      21   41117334   41174023      1       1  100        1.362     0.086603
1826        21   41384343   42219039      2       1  100     0.033113      0.48679
754         21   46269500   46294487      1       1  100      -0.2149      0.58508
57553       22   18270415   18507325      4       2  100      -1.0642      0.85638
7353        22   19437464   19466818      1       1  100     -0.97616      0.83551
7332        22   21903736   21978323      1       1  100      -2.4984      0.99376
3535        22   22380474   23265085      1       1  100      0.16153      0.43584
613         22   23522402   23660224      1       1  100      0.23697      0.40634
23523       22   24407642   24574596      1       1  100      -1.5615       0.9408
2678        22   24979629   25024972      1       1  100       0.3001      0.38205
129049      22   25202136   25322813      1       1  100       1.6433     0.050157
157         22   25960861   26125259      1       1  100       2.3257     0.010016
84700       22   26138117   26453345      2       1  100      0.31917       0.3748
23331       22   28374002   29075853      1       1  100      0.66185      0.25404
8897        22   30279149   30426857      1       1  100     -0.61548      0.73088
83874       22   30687979   30722955      1       1  100      0.13202      0.44749
23762       22   31089769   31303811      1       1  100      -1.0252      0.84737
56478       22   31835345   31885936      1       1  100      0.52011      0.30149
9814        22   31892125   32014537      2       1  100      0.40126      0.34411
8224        22   32908539   33454377      1       1  100      0.44767       0.3272
9215        22   33668509   34316464      3       2  100      0.09516      0.46209
164656      22   37461476   37499693      1       1  100      0.12241      0.45129
129138      22   38226862   38240353      1       1  100     -0.19223      0.57622
8398        22   38507502   38577857      1       1  100     -0.44378       0.6714
10454       22   39795759   39833132      1       1  100       1.7029     0.044294
57591       22   40806292   41032690      1       1  100     -0.21547       0.5853
9978        22   41347351   41369019      1       1  100       1.4724     0.070462
150365      22   42095518   42195459      1       1  100      0.55001      0.29116
29780       22   44395091   44565113      1       1  100        0.589      0.27793
112885      22   45277042   45405809      1       1  100      -2.2658      0.98827
23313       22   45588123   45636650      1       1  100     -0.37175      0.64496
25771       22   47158514   47571342      1       1  100      -1.6341      0.94888
